stations_info =  {<"213688169" 48.866 2.2757 35 "16107" "Benjamin Godard - Victor Hugo">
     <"237624030" 48.873 2.3295 36 "9032" "Mathurins - Auber">
     <"647826568" 48.851 2.3471 31 "5123" "Saint-Germain - Thenard">
     <"54000577" 48.835 2.3446 27 "13002" "Arago - Glacière">
     <"54001024" 48.869 2.3717 52 "11035" "Parmentier - Abel Rabaud">
     <"94250567" 48.811 2.3843 53 "42010" "Mairie d'Ivry-sur-Seine">
     <"129078200" 48.832 2.3023 29 "15046" "Parc Georges Brassens - Brancion">
     <"649888071" 48.767 2.4145 19 "46001" "Place Paul Eluard">
     <"82563707" 48.843 2.2598 33 "16040" "Exelmans - Michel-Ange">
     <"129143598" 48.883 2.2601 28 "22006" "Pierret - Madrid">
     <"213690847" 48.889 2.2963 37 "17028" "Reims - Raymond Pitet">
     <"102333275" 48.819 2.254 34 "21301" "Saint-Vincent - Verdun">
     <"640629438" 48.794 2.3211 22 "42302" "Aristide Briand - Gare de Bagneux">
     <"27363362" 48.887 2.3746 19 "19029" "Seine - Flandre">
     <"27415512" 48.905 2.3106 35 "21110" "Parc Roger Salengro">
     <"210746090" 48.865 2.3692 49 "11042" "Grand Prieuré - Crussol">
     <"213957917" 48.909 2.3584 28 "32003" "Wilson - Métallurgie">
     <"54000626" 48.904 2.3187 22 "21104" "Madame de Sanzillon - Mozart">
     <"6399" 48.886 2.3865 33 "19016" "Hautpoul - Jean Jaurès">
     <"27414841" 48.883 2.3449 33 "9005" "Square d'Anvers">
     <"82253759" 48.858 2.3193 27 "7102" "Mairie du 7ème">
     <"82457375" 48.844 2.3066 31 "15013" "Volontaire - Lecourbe">
     <"54000609" 48.885 2.38 34 "19013" "Laumière - Petit">
     <"82328045" 48.858 2.3469 22 "1002" "Victoria - Place du Chatelet">
     <"55664548" 48.852 2.3741 34 "11004" "Charonne - Faubourg Saint-Antoine">
     <"214134714" 48.8 2.3282 26 "42301" "Gare Arcueil - Cachan">
     <"214139374" 48.814 2.341 30 "42504" "Gare RER de Gentilly">
     <"213702608" 48.869 2.392 19 "20121" "Boyer - Ménilmontant">
     <"559507144" 48.818 2.3744 25 "42015" "Place Jean Ferrat">
     <"213700358" 48.867 2.3962 20 "20111" "Villiers de l'Isle Adam - Pyrénées">
     <"653063170" 48.93 2.3564 40 "32016" "Place de la Porte de Paris">
     <"3906215030" 48.831 2.2921 38 "15201" "Place Amédée Gordini - Lefebvre">
     <"468843711" 48.878 2.3374 23 "9021" "Saint Georges - d'Aumale">
     <"129151834" 48.857 2.4451 42 "31010" "Stalingrad - Désiré Chevalier">
     <"237041013" 48.847 2.3431 19 "5006" "Saint-Jacques - Soufflot">
     <"54000553" 48.869 2.3066 35 "8013" "Marignan - Champs-Elysées">
     <"653200142" 48.892 2.2055 38 "92008" "Hôtel de Ville de Nanterre">
     <"650091839" 48.805 2.418 25 "41402" "Victor Hugo - Ecoles">
     <"362869414" 48.846 2.4272 26 "43003" "Hôpital Bégin">
     <"49859500" 48.846 2.3793 18 "12009" "Charenton - Diderot">
     <"100859941" 48.856 2.3257 52 "7005" "Raspail - Bac">
     <"49368561" 48.868 2.3679 58 "11036" "Jules Ferry - Faubourg du Temple Paris">
     <"42743053" 48.889 2.3562 36 "18012" "Stephenson - Doudeauville">
     <"213699913" 48.889 2.3785 30 "19125" "Place de l'Édit de Nantes">
     <"101740379" 48.834 2.3293 45 "14036" "Boulard - Daguerre">
     <"4329844165" 48.895 2.3648 33 "18201" "Tristan Tzara -  Tchaïkovski">
     <"213694069" 48.895 2.3819 26 "19008" "Flandre - Alphonse Karr">
     <"378626842" 48.889 2.2882 50 "23009" "Anatole France - Louise Michel">
     <"478952881" 48.852 2.389 24 "11009" "Boulets - Voltaire">
     <"210090269" 48.853 2.3829 63 "11007" "Jean Macé - Faidherbe">
     <"376664868" 48.894 2.4326 30 "32303" "Gaston Roussel - Commune de Paris">
     <"2515927759" 48.803 2.3787 28 "42029" "Stalingrad - Germaine Tailleferre">
     <"205955605" 48.877 2.313 36 "8035" "Bienfaisance - Place de Narvik">
     <"38263504" 48.824 2.2607 25 "21305" "Place Jacques Madaule">
     <"933214552" 48.831 2.2791 26 "21313" "Guynemer - Séverine">
     <"66491370" 48.855 2.3376 28 "6013" "Jacques Callot - Mazarine">
     <"353462947" 48.879 2.242 30 "28001" "Richard Wallace - Place du 8 Mai 1945">
     <"1559700274" 48.907 2.2695 20 "26007" "Square Gilbert Thomain">
     <"39217683" 48.888 2.3001 28 "17102" "Alfred Roll - Berthier">
     <"213688824" 48.859 2.2765 33 "16111" "Faustin Hélie - Desbordes-Valmore">
     <"82337423" 48.857 2.3153 47 "7015" "Varenne">
     <"66491404" 48.888 2.3738 21 "19005" "Flandre - Riquet">
     <"652120758" 48.824 2.3186 59 "14021" "Place de la Porte de Châtillon">
     <"501318622" 48.851 2.3891 24 "11115" "Montreuil - Gonnet">
     <"66491393" 48.851 2.2967 47 "15025" "Dupleix - du Guesclin">
     <"1062223873" 48.895 2.4188 23 "35018" "Ancien Canal - Hélène Brion">
     <"49085250" 48.887 2.3614 19 "18110" "Departement - Pajol">
     <"376526598" 48.879 2.416 47 "32602" "Mairie des Lilas">
     <"27071684" 48.846 2.4155 33 "12115" "Porte de Vincennes">
     <"2515907297" 48.846 2.4236 19 "41606" "Pasteur - Gambetta">
     <"66491401" 48.894 2.3144 56 "17011" "Fragonard - Porte de Clichy">
     <"341388492" 48.878 2.2977 46 "17045" "Place des Ternes.">
     <"985828965" 48.82 2.4738 40 "43402" "Place de Verdun">
     <"338762459" 48.911 2.3799 30 "33018" "Edouard Poisson - Victor Hugo">
     <"323486248" 48.844 2.3896 16 "12013" "Montgallet - Reuilly">
     <"66491392" 48.871 2.3699 43 "10113" "Parmentier - Hôpital Saint-Louis">
     <"27414945" 48.843 2.3862 16 "12027" "Montgallet - Charenton">
     <"570185777" 48.899 2.2507 36 "24002" "Gare de Courbevoie">
     <"470807791" 48.879 2.2708 33 "16121" "Jardin d'Acclimatation">
     <"82445192" 48.839 2.3209 39 "14117" "Gare Montparnasse - René Mouchotte">
     <"2515658032" 48.885 2.3472 19 "18141" "Clignancourt - Sofia">
     <"568135465" 48.893 2.2775 39 "23001" "Paul Vaillant Couturier - Chaptal">
     <"214102967" 48.809 2.3349 43 "41102" "Gare de Laplace">
     <"54000597" 48.882 2.2921 22 "17037" "Bayen - Pereire">
     <"82417874" 48.853 2.3891 59 "11102" "Alexandre Dumas - Voltaire">
     <"102319838" 48.883 2.3711 16 "19004" "Quai de la Loire - Jean Jaurès">
     <"652192395" 48.875 2.2494 66 "16124" "Route de Sèvres - Porte de Bagatelle">
     <"571923059" 48.904 2.383 48 "33003" "Bordier - Félix Faure">
     <"66491405" 48.852 2.3984 27 "20043" "Charonne - Avron">
     <"54000635" 48.908 2.3786 33 "33009" "Félix Faure - Sadi Carnot">
     <"54000544" 48.847 2.3535 39 "5021" "Jussieu - Fossés Saint-Bernard">
     <"1062179194" 48.869 2.1854 25 "25005" "18 juin 1940 - Buzenval">
     <"1063017616" 48.907 2.2468 22 "22505" "Mairie de La Garenne Colombes">
     <"378648513" 48.828 2.3705 36 "13045" "Jean Colly - Tolbiac">
     <"27278603" 48.898 2.3862 27 "19115" "Porte de la Villette">
     <"13497763" 48.836 2.3194 23 "14034" "Ouest - Château ">
     <"653042442" 48.918 2.3523 40 "32010" "Place aux Étoiles">
     <"49807107" 48.864 2.2724 18 "16018" "Flandrin - Henri Martin">
     <"82450803" 48.848 2.3026 59 "15010" "Square Cambronne">
     <"210747224" 48.832 2.3864 49 "12034" "Pirogues de Bercy - Libourne">
     <"210568512" 48.861 2.3201 63 "7009" "Assemblée Nationale">
     <"213691542" 48.878 2.2844 52 "17042" "Porte Maillot - Pereire">
     <"357409723" 48.845 2.2906 30 "15033" "Place Violet">
     <"2515855808" 48.903 2.3741 34 "33019" "Madeleine Vionnet">
     <"384370499" 48.836 2.3026 26 "15122" "Place Charles Vallin">
     <"49403716" 48.873 2.3098 27 "8033" "Commandant Rivière">
     <"473204291" 48.903 2.3681 34 "33001" "Victor Hugo - Magasins Généraux">
     <"27363103" 48.848 2.2608 33 "16034" "Porte d'Auteuil">
     <"54000571" 48.839 2.3897 55 "12029" "Dugommier">
     <"85145704" 48.853 2.4039 26 "20132" "Réunion - Avron">
